id,label,text
1107,15630486 15702410 14718849 15709093,14721174 14786217 15706282 15636660 14857874 14721981 54 14976902 14859667 14717871 14924472 14717871 14850991 14851258 14844290 14721174 14781831 15638913 15252363 14854334 15709862 14925757 14859960 14853024 14925738 14858120 14854817 14717848 15252363 14924945 14924971 14844298 14721174 14781831 15638913 15632285 15710336 14924436 15641995 14925205 14847407 14857874 14849158 15252363 14925185 15704228 15706282 15636660 15706241 14847916 14976902 14925245 15696831 15706241 14847916 14723726 14923942 14780072 14781831 14785448 14720387 14850237 14785451 14846360 14718849 14976902 14846102 14857874 14716337 14780294 14723726 15252363 14924937 15697803 14849960 14846102 14854334 14721174 14854817 14720387 14844595 15708580 14976901 53 14976902 14857874 14721981 14782910 14859144 14925757 14857864 14859922 14925738 14785422 15703709 14781592 14720387 14925710 14728371 14925245 14716590 15252363 15704197 14924688 14846120 14924962 14854334 14719623 15646113 14844556 15639689 14780567 15634601 15639967 15252363 15703709 14781592 14720387 15706531 14925757 14924701 15710364 15705739 14851225 14723731 15252363 14850991 15710366 14788528 14925703 15634601 14925703 14723731 14925738 15634611 14849960 14846102 15704197 14924688 14976901 52 14976902 14852485 14784923 15704197 14924688 14845597 14844093 15705775 14779522 15252363 14852485 14719919 14719931 14719644 14976902 14719931 14718852 15710359 14847407 14976902 14859175 14852019 14723726 15705775 14779522 14782641 15252363 15703709 14781592 14720387 14925710 14728371 14925245 14716590 14925464 14924701 15708312 14719623 14845597 15705775 14779522 14976901 51 14976902 15637383 15704454 14925245 15696831 15706241 14847916 14781831 14785448 15252381 15706241 14847916 14719931 14720425 14976902 14719931 14718852 14976902 14852019 14856371 14720387 14716337 14780294 15252363 15637383 15704454 15706282 15636660 15706241 14847916 14781831 14785448 15252363 15706241 14847916 15631535 14847873 15706250 14782353 14846114 14854807
1108,14924216 14781104 14717848 14791612,14846116 15705484 14783106 14925196 88 110 87 111 104 105 98 14846116 15705484 14783106 14925196 15252363 14786472 14851258 14844290 15639937 14844559 14720387 14726585 14849158 14844856 14724258 14783106 14925196 14859956 14846135 15252363 14717878 14856354 14725004 14860175 14716863 14716863 14844093 14849158 15252363 14856373 15704449 14720145 52 55 55 55 14925696 14846601 14925245 14854577 14859690 15252358 14780567 14845862 15042459 14844856 14724258 15638402 15706300 14924937 14849963 14859143 14852236 15042458 14976902 15042459 14783106 14925196 14858166 14786472 15697798 14860175 15042458 15252363 14925716 14791855 14925193 15632285 15710336 14783106 14925196 14785186 39 14780567 14846592 14854830 14854807 14720387 15706531 14719138 15697082 14847388 14976902 14850238 14844604 14854830 14854807 14720387 14782848 14846865 14726055 14844604 14976901 15632285 15710336 14925705 14844093 14716559 14721977 14976902 14844856 14724258 14782848 14854817 14924443 14854577 14976902 14724011 14925710 14782910 14785422 14853303 14847921 14924443 14720387 14849935 14924443 15252363 14925757 55 42 54 53 14857606 14854577 15635128 14849419 14854830 14854807 14780567 14924188 14925703 14724254 14859144 14844290 14854590 14785418 14847398 14859956 14846135 14976901
1109,14924216 14781104 14717848 14791612,14844591 14792598 14852736 15710398 88 110 72 84 14724011 14925703 15704193 15704213 106 106 104 14794687 14782344
1110,14856354 14844592,14846601 14848641 98 14924959 88 102 105 99 117 104 110 99 14717871 14925193 14924216 14781104 14783400 14924959 14849419 14783409 14789561
1111,15632285 15706536 14721977 14925219,14858120 66 14858120 66 14858120 66 14858120 66
1112,15632285 15706536 14721977 14925219,14786237 15697082 14854565 14785418 112 98 101 102 119 110 53 14786237 15697082 14854565 14785418
1113,14783134 15697333 14854817 14925479,94 95 88 83 94 88 14859143 14858372 14713229 14854554 14925206 15636660 14723510 94 95 88 83 94 88 14859143 14858372 14713229 14854554 14925206 15636660 14723510
1114,14844093 15705739 14854331 15699885,70 110 78 104 115 85 104 101 104 115 15708546 14728608 14925245 14856354 14786237 15697082 14716590 15697555 14727830 14785469 14851759 14925245
1115,14847385 14844587 14848641 14847398,14852798 14721977 14846909 88 78 72 84 14716559 14852788 14780320 14721977 14846909
1116,14794687 14782344,15706269 14924678 14847900 14780314 14786237 15697082 14717874 15706266 15706269 14924678 14847900 14780314 14786237 15697082 14717874 15706266
1117,14783134 15697333 14854817 14925479,14849934 14854542 14846143 14785469 14724264 14849934 14854542 14924964 15642297 42 14925716 14925725 14924964 15642297 14785418 14847398 14859956 14846135 15252363 14925738 14851258 14924964 15642297 15705739 14925725 14858412 14781104 14976902 14854542 14844591 14976902 14845883 14858640 14923942 15708817 14720387 14925716 14925725 15630997 14849929 14924964 15642297 14976902 14848641 14847398 14924964 15642297 14976902 15635128 15632275 14924964 15642297 14785418 14847398 14848641 14976901 14849934 14854542 14924964 15642297 14785418 14847398 14720387 14924703 14847416 15252381 15708314 14721468 15710358 15252381 50 14844587 15630475 14844290 14924703 14844559 15632270 14781614 14858166 15710358 14846143 14785469 14925757 14779823 14780567 14924188 14785418 14847398 15252363 14924964 15642297 14721468 14779823 14846125 14785422 14925703 14789282 14925452 15632034 14976901 15632280 14859681 14858412 15252381 14846143 14785469 14844591 14850185 14791302 14847407 14780834 14846610 15252363 15632280 14859681 14847927 15710649 14779823 14720387 15711660 15710654 15252363 15699333 14719878 14779823 14854554 15709106 14720387 14782641 15634611 14976901 14785422 14923930 15637915 15252381 14849934 14854542 14924964 15642297 15706553 14785422 53 55 55 14925696 14779272 14853009 15638190 14976902 14924964 15642297 15638190 14723726 14923930 15638190 14925757 14779823 14923930 15642297 14781859 15699885 14976901 14854542 14844591 15252381 14846143 14785469 14859956 14850688 15642297 15645059 63 14859955 14924962 14925709 15252363 14925730 14788539 14720387 14844578 15697547 14847921 14859681 15252363 14791855 15630474 14854334 14846143 14785469 14720387 14854553 15638146 15642297 15642289 14781831 14785448 15697796 14788543 14976901 14849934 14854542 14924964 15642297 14780567 14924188 14720387 14785418 14847398 14846850 14781611 15252381 54 14976902 15630997 14849929 14924964 15642297 53 14976902 14848641 14847398 14924964 15642297 52 14976902 15635128 15632275 14924964 15642297 51 14976902 14855837 14859649 14924964 15642297 50 14976902 14782594 14794687 14924964 15642297 49 14976902 14925741 14780320 14846865 14924964 15642297 14785418 14847398
1118,14924216 14781104 14717848 14791612,15645827 14846337 14853038 14792595 14786456 14859680 14853024 14844591 15645827 14846337 14853038 14792595 14786456 14859680 14853024 14844591 14786472 14925703 14789561 15637633 14924694 15634613 15708580 14849716 14854553 14717871 14847384 15697082 14925757 14925703 14924436 14720387 14859667 14717871 43 14859667 14717871 15697082 14853016 14850991 14925706 15697555 14727830 14720387 14779522 14844338 14925708 14780567 14924188 15645827 14846337 43 14853038 14792595 43 15699333 14792595 43 14717848 15697297 43 14786456 14859680 14723726 14784674 15706277 14847384 15697082 43 14849931 14782641 15710367 14844592 14785422 14717848 15697297 15630986 14854334 43 15705735 14850444 15630986 14854334 43 14786456 14859680 15630986 14854334
1119,14924216 14781104 14717848 14791612,14727561 15639704 14853024 14782367 15697798 15645607 14724249 14781831 14716559 14925703 14789561 14726844 14924731 14787466 14716590 14853024 14782367 14845106 14858175 14720387 14794687 14782344
1120,15632285 15706536 14721977 14925219,14791344 14728628 14858120 15706291 88 102 105 99 117 104 110 99 14791344 14728628 14858120 15706291 42 14844554 15709118 14717874 14854807 14925473 15638402 15706300 14851759 15252363 14844591 14785451 14721468 14728632 15706300 14925473 14719884 14925473 14844554 15709118 14925473 14850185
1121,14856354 14844592,97 114 105 105 126 81 104 110 100 98 102 105 99 117 104 110 99
1122,15630486 15702410 14718849 15709093,14779559 14925708 14846610 14925725 14924964 88 70 105 99 117 104 110 99 14780567 14924188 14728350 14925725 14924964 14854553 14782641 14720387 14728366 14783119 15632285 14719138 15252363 15706291 14786441 15252363 14720169 14788480 15710649 14782359 14849419 15634607 14859664 14723494 14718849 14847384 15697082 14976901
1123,14856354 14844592,14786237 15697082 14785469 14851759 14925245 67 14858113 15706282 15636660 15698820 14851251 14925757 14782848 14854800
1124,14847385 14844587 14848641 14847398,14858412 15632277 54 55 55 14783409 14924977 42 110 72 84 14858412 15632277 14849695 14783409 14924977 14856354 14844592
1125,14782903 15634620 15638402 15706300,70 105 99 117 104 110 99 15701146 14716295 14716572 14846143 14785469 14724264 15701146 14716295 14716572 14846143 14785469 14724264
1126,14783134 15697333 14854817 14925479,14723731 15639967 14846850 14723731 15639967 14728613 14846850
1127,14786237 15697082 14722731 14924977,84 111 104 119 114 117 107 114 118 54 88 70 105 99 117 104 110 99 14728371 14849977 14858131 14716559 14785451 14720387 15642297 15642289 15697796 15706258 14726332 14728344 14721174 14720169 14925703
1128,14786237 15697082 14722731 14924977,14792627 14786225 14720179 14783914 53 41 55 15699134 14784923 14852794 14715310 14720387 15704193 15639958 14720179 14783914
1129,15632285 15706536 14721977 14925219,15697555 14728347 15697798 14925245 14788235 15637157 14782910 14924216 15697798 14925245 14924472 14717871 14786237 15697082 14782092 14785469
1130,14783134 15697333 14854817 14925479,14727561 14851237 14782100 15710881 14846143 14785469 14854542 14846612 14859956 14846135 14850237 14925193 14854557 14924426 14923942 14780072 14728350 14846143 14785469 14791609 14846102 15638147 15710358 14925471 14854565 14782100 15710881 15637383 14792325 15252363 14846143 14785469 14780834 14847927 15632285 14719138 14846120 15696045 14925756 15632270 14781614 14786472 14849953 14780834 14846096 15252363 14722729 15706531 14780834 14846096 14849929 14846143 14785469 14858113 14847927 14925471 14854565 14781312 14854557 14925709 15710881 14714302 14780834 14847927 14925471 14854565 15252363 14859953 14858113 14925471 14854565 14854542 14844591 14844033 14782641 15632262 14847927 14720169 14720387 14850999 14849929 15252363 14846143 14785469 14858113 15706534 15709118 15709089 14846610 14846102 15632262 14728350 14925471 14854565 15710364 15705739 14783400 14924959 14976901 14859956 14846135 15710367 14780567 14924188 14784674 14719884 14846337 14846133 15705739 14725004 14976902 15709089 14782384 14924446 15639962 14780567 14715319 14976902 14923945 14783422 14925741 14925245 14923942 14780072 14723726 14847384 15697082 14924962 14924188 14846143 14785469 14854334 14925741 14925245 15709089 14846128 15710364 15705739 14785422 14783119 14723494 14718849 14976901
1131,14924216 14781104 14717848 14791612,112 110 115 111 106 98 88 99 98 106 104 88 102 105 99 117 104 110 99 15706551 14858898 14924455 14785415 14726585 14858926 14720387 14782641 14844558
1132,15630486 15702410 14718849 15709093,14925454 15706282 14785469 14851759 14925245 15638189 14924723 14785469 14851759 14925245 15252363 14854334 15706266 15697549 14853038 15252363 14782112 15705739 14786237 15697082 14849722 14924963 14976901
1133,14786237 15697082 14722731 14924977,14728626 14790573 14719884 14849963 14728626 14790573 14719884 14849963
1134,14924216 14781104 14717848 14791612,14858120 14718617 15706282 15636660 48 15632285 15710336 15706282 15636660 14780832 14847921 14726332 14728344 14853303 15636660 14723726
1135,15630486 15702410 14718849 15709093,101 114 107 107 98 115 88 112 98 101 15706282 15636660 15710891 14859198 14859922
1136,14844093 15705739 14854331 15699885,14785469 14851759 14925245 65 54 14849723 14846124 14925738 14858372
1137,14924216 14781104 14717848 14791612,14785469 14851759 14925245 65 14849723 14846124 14925738 14858372
1138,14924216 14781104 14717848 14791612,116 106 102 117 115 106 104 114 116 98 88 96 98 105 98 117 102 107 14783400 14781318 15706282 15636660 14782100 14854800 14849419 15706282 15636660 14784411 14726053 14720387 14717874 15696790 15630986 14924977
1139,14924216 14781104 14717848 14791612,14719931 14847626 15706282 15636660 14847406 14782092
1140,15632285 15706536 14721977 14925219,52 49 55 14854542 14844591 14846636 14853292 14925245 14856354 14785418 14847398 15706282 15636660 14783914 14781858 14856354 14844592 52 49 55 14854542 14844591 14846636 14853292 14925245 14856354 14785418 14847398 15706282 15636660 14783914 14781858 14856354 14844592
1141,15630486 15702410 14718849 15709093,14728838 14727078 15710862 14780572 14728838 14723463 14727356 15706262 15710888 14924977
1142,14924216 14781104 14717848 14791612,74 82 88 110 104 116 106 106 104 117 119 96 14727830 14794687
1143,15630486 15702410 14718849 15709093,14720697 14849935 14786452 14924959 14847406 14782092 14783400 14924959 14720191 14844596 15706282 15636660 14783914 14781858
1144,14783134 15697333 14854817 14925479,14846143 15637633 102 119 119 15638162 15704760 14846143 15637633 15697082 14794135 14721174 14781831 14785422 15638167 14844587 14846143 14782359 14724236 14925193 53 55 54 51 14859955 15252363 14925716 14791855 14925193 14782359 14925757 14925713 14717579 14794626 14791558 15697082 14794135 14847900 14782903 14785418 14847398 15639937 15708310 15697794 14976901 14924678 14925725 14924472 14849722 14786472 15042459 14851239 14925757 14846143 14785469 15252363 14782087 14924962 14846143 15637633 15042458 15252358 14846143 15637633 14859956 14846135 14856373 15637633 14849935 14925710 14846596 14925696 15709088 15710881 14846143 14785469 15252363 14780567 14924188 14792126 14792595 14724254 14854331 15699885 14976902 14854553 14782641 15708328 14844338 14976902 15709088 14794135 14784674 15706277 14976902 14792595 14924976 14924703 14779559 14923942 14780072 14784674 15706277 14723726 14785418 14847398 14976901 14846143 15637633 14783155 14849935 75 73 64 14925709 14925708 14794687 14925216 14925725 15635641 15252363 14717871 14925205 15697555 14727830 44 14854539 14782359 15705739 14925725 14720387 15710891 14850444 14846592 14728608 14976901
1145,14856354 14844592,125 126 115 88 102 116 117 88 55 55 54 15706282 15636660 15706241 14847916 33 15706282 14925454 14718849 15704228
1146,14856354 14844592,14858120 14857910 15706282 15636660 14847406 14782092 88 70 105 99 117 104 110 99 14858120 14857910 15706282 15636660 14847406 14782092 15252363 14782100 14717874 15706266 15252363 14846102 14719146 14923942 15252363 14848950 14789259 15252363 14783400 14781318 14844856 14724258 14783134 15697333 15252363 14846850 14781611 15706256 14789259 15634601 14723731 15252363 14782359 15706282 14780834 15645086 15252363 14844856 14724258 14783106 14925196 15252380 15630486 15702410 15252363 14782903 15634620 14723726 14782910 15637157 14720387 15634601 14723731 14854334 15706266
1147,14856354 14844592,14858412 15632277 14849186 14858412 15632277 14849695 14716559 14858412 15632277 14849186 14858412 15632277 14849695 14716559 14925716 14925757 14858412 15632277 14849695 14780567 14924188 14924216 14781104 14720387 14856354 14844592
1148,14786237 15697082 14722731 14924977,15706266 14785451 14858120 15706291 15706266 14785451 14858120 15706291 39 42 39 15706266 14785451 14858120 15706291 14727830 43 15638929 14847900 14792595 14791846 14858120 15706291 43 14785415 14785422 14847900 14779272 14720387 14851257 14782848 14925205 14847407 14858120 15706291 43 14780567 14924188 14849931 14925245 14858120 15706291 14976902 15708039 14779522 14858120 15706291 14976902 15709107 14849952 14782848 14976902 15641531 14783106 14925196 14976902 15710908 14858120 15706291 14976902 83 65 69 72 94 84 14858120 15706291 14976902 66 95 72 14858120 15706291 14723726 14844554 15709118 14858120 15706291 14850991 14728632 15638402 15706300 14924962 14846093 14844554 15709118 14925708 15710906 14976901 14925716 14925757 14782092 14785469 14717871 14782384 15630472 15711660 14782100 15632295 14720387 14791304 15704207 15706266 14785451 14858120 15706291 14720387 14724011 14925710 14782910 14791304 15704207 14856354 14844592 15252363 14716075 14847900 14720387 14727830 14728347 14855573 14924436 15638402 15706300 14859154 14783625 15252363 14925716 14925757 14782092 14785469 14717871 14782384 15706553 15706534 15252363 15706552 15634601 14785715 14791302 14717570 14976902 14785715 15699861 15632261 14976902 14785715 14719878 14791302 15630472 14976901
1149,15632285 15706536 14721977 14925219,15637680 14853024 14720698 42 14853024 15696790 15637680 14853024 14720698 14853024 15696790 14724264
1150,14786237 15697082 14722731 14924977,67 87 15635334 14857864 88 102 105 99 117 104 110 99 88 115 98 116 115 14847407 14717884 15635334 14857864 14846093 15634622 15635864
1151,14924216 14781104 14717848 14791612,95 63 49 15706282 15636660 14849935 14782359 15710881 15710906 14856354 14780832 14925756 14785469
1152,14924216 14781104 14717848 14791612,15638402 15706300 14721689 14851759 102 119 119 15710366 14786472 14925703 14789561 15638402 15706300 14856354 14844592
1153,15632285 15706536 14721977 14925219,15706262 15706282 15706241 14847916 14717871 14782384 15706282 15636660 15710612 14844578 15252363 14780567 14924188 14720191 14859667 14727356 15706262 14782353 14844593 14924945 14785418 14847398 14976901
1154,14924216 14781104 14717848 14791612,14852736 14718617 83 54 62 42 14925723 15710888 42 70 105 99 117 104 110 99 14853024 14847406 14718849 15710881 15710906 15640254 14720169 39 14844290 15631535 14859667 14717871
1155,14847385 14844587 14848641 14847398,69 102 105 108 85 104 101 104 115 88 70 105 99 117 104 110 99 14785418 14847398 14785469 14851759 14925245 14925709 14857861 14925219 14925205
1156,14786237 15697082 14722731 14924977,83 110 106 98 67 104 14847927 14714302 14846600 14849931 14847385 14844587
1157,14786237 15697082 14722731 14924977,65 84 15706282 15636660 15710891 14782848 14854800 14844587 14846143 15697549 14853038 14856354 14844592 43 14781837 15706282 15636660 14782848 14924977 15710891 14781093 14782359 14782848 14854800
1158,14782903 15634620 15638402 15706300,14858898 15636660 14849695 14782848 14854800 14849935 14782359 15706282 15636660 14925205 15710891 14858898 15636660 14849695 14782848 14854800 15710891 14781093 15706282 15636660 15252363 14848641 14851005 15708546 14860165 14923908 15635335 14782848 14854800 15710891 15706282 15636660 14849935 14782359
1159,14786237 15697082 14722731 14924977,14925703 14726836 15638402 15706300 78 72 84 14925703 14726836 15638402 15706300 15252363 14925703 14789561 15638402 15706300 44 14925205 15697555 14727830 14925216 14849158 15252363 14925757 15706282 14782848 14925756 15639967 14854817 14925479 14854553 15641995 14846909 14788518 14720387 14717871 14782384 14780567 14924188 14925185 15637145 14860223 15630474 15704454 14728632 14925709 14783400 14781318 14785418 14847398 14976901 15632285 15710336 14925716 14925725 14849930 14860175 14851237 15638424 14854557 14847921 15638402 15706300 14791308 15706243 15252363 15706542 14854817 14788518 14976902 15697798 14860175 14976902 14854577 15635128 14846120 14924962 14785715 14720179 15704197 14720387 14925185 15704228 14854817 14717848 14720387 15638402 15706300 15710364 14859681 14976902 15638402 15706300 14717320 14793608 15252363 14924937 15697803 14785715 14785422 14783119 14720387 14780567 15641759 14854817 14717848 15638402 15706300 15697082 14847388 14976901
1160,14924216 14781104 14717848 14791612,14847934 14925703 15696797 14846143 14785469 14844093 14721176 15710881 14846124 15710881
1161,14924216 14781104 14717848 14791612,14849934 14858926 14854554 88 78 72 84 14849934 14858926 14854554 88 78 72 84
1162,14786237 15697082 14722731 14924977,116 104 105 96 107 102 104 116 111 110 15706282 15636660 15706241 14847916 14716854 14852794 15697794 14791308 15706258 14924472 14717871 14976901
1163,14783134 15697333 14854817 14925479,14859963 14844856 14851242 14782100 14846630 14785469 14859963 14844856 14851242 15697796 14847139 14782100 14846630 15252363 15706300 14846097 14854817 14717848 14852244 14849930
1164,14794687 14782344,80 110 105 99 104 112 84 67 76 88 94 104 105 96 94 104 114 84 67 76 14780834 14846116
1165,14786237 15697082 14722731 14924977,15710394 14925473 42 14854542 14846612 42 88 79 50 15710394 14925473 14782903 14716559 14785451 15252363 14717871 14925193 14785720 14781093 15706282 15706551 14782910 14788239
1166,14924216 14781104 14717848 14791612,14852510 14782092 14846908 14717848 88 102 105 99 117 104 110 99 14852510 14782092 14846908 14717848 15252362 14851258 14844290 14724011 14925703 14854577 15706253 14849929 14845602 14859696 14723494 14718849 14846093 14717871 15698600 14720387 14859956 14846135
1167,14856354 14844592,14858662 14847638 14779522 14728095 15042451 15042451 14854542 14846612 74 74 72 14782092 14794687 15252363 14925756 15704454 14924472 14717871 15706282 15636660 14849963 14844318 14847384 15697082 15697549 14853038
1168,14856354 14844592,15641218 14782600 15710612 14844578 14791826 15641218 14782600 15710612 14844578 14791826 14924472 14717871 15706282 15636660 15710612 14844578
1169,15630486 15702410 14718849 15709093,15641235 14844602 14925713 14717579 14789284 14846133 15641235 14844602 14925713 14717579 14789284 14846133 15641235 14844602 14925713 14717579 14789284 14846133 15641235 14844602 14925713 14717579 14789284 14846133 15641235 14844602 14925713 14717579 14789284 14846133
1170,14924216 14781104 14717848 14791612,14850980 14782864 14853292 14786456 14719141 52 67 88 78 72 84 14850980 14782864 14853292 14786456 14719141 52 67 39 97 104 117 39 110 104 116
1171,14856354 14844592,14720143 14724236 14853021 14783400 14924959 15706282 15636660 14783914 14781858 14782092 14785469 14783400 14924959 14847927 15709089 15639962 14859681 15706282 15636660 14783914 14781858
1172,14924216 14781104 14717848 14791612,14784902 14720169 14719138 15705739 15710594 14847406 15642297 15642289 15710888 14924977
1173,14782903 15634620 15638402 15706300,14785469 14851759 14925245 14854334 15706266 14717871 14925193 14925705 14854565 14782384 14925219 14791302
1174,14786237 15697082 14722731 14924977,15636660 14786237 14717874 15706266 14847626 14846135 14785469 14851759 14925245 14854553 14715319 14924678 14925725 14717874 15706266 14847626 14846135 15696045 14847407 15710891 14780834 15252363 14854565 14782384 14849455 15706277 14723726 14847384 15697082 14976901 14849419 14789281 14792334 15636660 14786237 14720387 14925219 14781093 14785469 14846093 14717874 15706266 14854565 14782384 14785418 14847398 14726332 14728344 14790838 14859681 15702410 14849935 14976901 14780567 14924188 14846120 14728081 15710614 14720387 14847626 14846135 14785469 14851759 14925245 14854334 15706266 14728081 15710614 14856354 14844592 14976901 14717874 15706266 14782100 14844578 14849929 15252363 14925706 15637383 14781326 15635369 15252363 14720179 14780834 14849419 14785469 14851759 14925245 15696045 14713777 15706282 15708039 14925219 14791302 14854553 14715319 14717874 15706266 15710891 14780834 14720169 14720387 14976901
1175,14726332 14728344 14854542 14844591,14858412 15708310 15697794 14848641 14782384 14724264 14850991 14858412 15708310 15697794 14848641 14782384 14724264 14720387 14846102 14846610 14717579 15637157 15252363 14846120 14924962 14924472 14717871 15706282 15636660 14858412 15632280 15710612 14844578 14854565 14782384 14717874 15706266 14846128 14722950 14976901
1176,14856354 14844592,86 95 70 119 119 67 98 106 104 14924216 14781104 14854817 14925479 14925452 15708328
1177,14924216 14781104 14717848 14791612,14924701 14853303 88 102 105 99 117 104 110 99 15637633 14782359 14721174 14853024 15706536 15639705 15706282 15636660 84 67 76 14976901 14860201 14847406 15697548 14849174 14925245 14849419 14789284 14860223 14925245 14925452 15634611 15710364 15705739 14925219 14791302 15252363 14849931 14782641 14925757 15697548 14849174 14925245 14780567 14924188 14856354 14844592 14726844 14859667 14717871
1178,14794687 14782344,15710345 14854585 75 110 105 114 127 15706282 15636660 14785418 14847398 14785469 14851759 14925245
1179,14924216 14781104 14717848 14791612,87 107 102 115 97 104 117 106 88 70 105 99 117 104 110 99 97 99 97
1180,14856354 14844592,99 98 113 55 50 14784426 15706541 14925703 14714302 15632285 14784426 15706541 14925703 14714302 15632285
1181,14847385 14844587 14848641 14847398,14779040 14925452 14853303 70 78 88 87 68 15632285 15710336 15706282 15636660 15706241 14847916 14925219 14925205 14785186 14854553 14715319 14925245 14925705 14849723 14846124 14726332 14728344 14925452 15634611 14720387 14854565 14782384 14785418 14847398 14976901
1182,14924216 14781104 14717848 14791612,99 110 14925713 14717579 14849930 15701648 14726585 15632270 14925713 14717579 14849930 15701648 14726585 15632270
1183,14786237 15697082 14722731 14924977,15697798 14716559 14785451 14727356 15706262 14791308 15706258
1184,14783134 15697333 14854817 14925479,14785415 14852794 14849963 14720387 14844856 14789259 54 55 55 15252354 14925203 14786456 15706243 15706557 15252363 14785415 14852794 14720387 14844856 14724258 14849960 15701406 14783134 15697333 15710888 14924977 38 39 14785415 14852794 14849963 14720387 14844856 14789259 15252381 14925716 14925757 55 42 54 53 14857606 14854554 14854554 14846093 14854577 15635128 14726585 14858372 14781334 15632270 14720387 14785415 14852794 14849963 14785415 14728328 14844607 14720387 14844856 14789259 53 55 55 44 15252358 39 14726585 15632270 14844856 14724258 14785415 14848411 14716854 14720387 14844856 14789259 15252363 14925464 15631546 14786472 15632261 14849935 14848950 14728350 14854554 14854554 14924971 14849963 14720387 14844856 14789259 15252363 15630986 14849935 14789259 15706250 14849931 14789282 14786489 14721981 15252363 14723463 14846610 14786452 14854817 15252363 15706542 14854554 14854554 14850991 14925237 14854807 14925205 14847407 14925738 15252363 14858412 14925463 14845602 14859696 14720387 14782359 15635128 39 14844856 14789259 15697082 14850238 14844604 14854830 14854807 14854334 15706300 14925473 14854817 14925479 14720387 14844595 15708580 43 14925757 14858113 14785186 14720387 14854817 14925479 14782100 14925708 15699624 14852794 14720387 14850237 14722695 14976901 39 14846120 14716854 14976902 14923912 14720425 14976902 15637896 14779272 14720387 14782604 14858636 15252363 14784659 14849419 14794670 14785937 14720387 14853303 15636660 14845355 14854554 14854554 14844578 14719911 15252363 14852794 14849963 14720387 14782604 14858636 14976902 14717851 14727561 14720387 14853303 15636660 15252363 14852495 14852495 14848950 14728350 14854554 14854554 14849963 14782641 14720387 14859967 14721416 14848411 14779809 14720387 14858372 14779522 15252363 14716863 14716863 14848950 14728350 14854554 14854554 14849963 14720387 14845355 14719911 14785717 15252363 14728346 14854334 14779288 14925245 15252358 39 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 39 14785451 15710888 14924977 15632261 14717871 14925193 110 87 104 99 39 115 104 114 100 111 43 110 87 111 104 105 98 43 39 110 87 111 104 105 98 39 15641759 14794626 14716559 43 39 110 87 111 104 105 98 39 50 43 39 110 87 102 99 43 83 111 98 39 73 98 112 39 110 87 102 99 39 102 105 99 39 115 111 98 39 110 87 102 99 39 74 110 105 110 39 54 14976902 14783400 14781318 14849929 14846135 14783914 14783417 15252381 15635334 14857864 14924962 14849929 14846120 14849929 14846135 14783914 14783417 15710888 14924977 14782353 14846091 14844092 111 104 106 98 15635369 14785186 14780832 14847921 14783914 14783417 15252363 15706542 14854554 15709082 14924971 15710654 14715310 14719623 14794687 14782344 15710367 15697082 14849963 14719623 15696045 14856374 14848411 14789541 14720387 14844856 14789259 14976901 39 53 14976902 14728328 14844607 14844856 14724258 53 55 55 15638929 15252363 14779572 14849963 14924935 14925455 14858166 14849963 14924935 14925455 15252358 39 52 14976902 15641759 15636660 15709103 15252363 14783119 14784923 14785715 14924468 15252358 39 51 14976902 14789259 15706250 14849931 14789282 14847384 15697082 15252363 14788744 14925703 15638929 15631546 14785422 14789259 15706250 14849931 14789282 15252363 15706542 14854554 14854554 14924971 14849963 14844856 14789259 14854817 14792334 14854800 15252363 14854292 14783134 14925193 14925463 15252363 14924434 14925463 15697803 14925706 14925757 15252376 39 50 14976902 14844856 14789259 14784411 14726053 14847384 15697082 15252363 14779572 14849963 14924935 14925455 14925703 14784411 14858166 15697082 14849963 15252363 14785715 14782910 14924216 15252363 14785715 14858412 14781104 14976902 14785715 14924436 15709107 15252358 39 49 14976902 14783409 15700104 14853054 14847384 15697082 15252363 14846120 14924962 14858113 15696045 14856374 14785415 14848411 14789541 14720387 14789259 14785717 14783409 15700104 15708848 14785186 15252363 14783409 14849963 14785715 14782910 14924216 15252358 39 48 14976902 14846120 15706553 14727849 15640253 14859656 14783914 14783417 15252363 15637896 14785469 14783914 14783417 14976902 14858412 15710364 14858412 15632263 14976902 14858669 14715304 14783914 14783417 39 14976902 15696045 14847407 14782092 14847407 14783914 14783417 38 39 63 14976902 14846120 15706553 14854557 14854557 14782641 14783914 14783417 14847384 15697082 39 15252358 39 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45
1185,14856354 14844592,14726836 14789536 14785469 14851759 14925245 55 55 54 15710345 14854585 15706549 15704228
1186,14786237 15697082 14722731 14924977,99 104 107 107 88 106 98 15638189 14924723 15697549 14853038 14785469 14851759 14925245
1187,14786237 15697082 14722731 14924977,15699841 14779522 14721183 14925473 88 102 105 99 117 104 110 99 14850237 14925193 14853024 14783159 14781097 14859956 14846135 14720387 14783159 14781097 14847873 14726844 14791304 15704207
1188,14847385 14844587 14848641 14847398,14847900 14791609 15709098 42 14858647 14856345 14847900 14791609 15709098 42 14858647 14856345
1189,14847385 14844587 14848641 14847398,14859960 14792116 14853009 14846609 15630986 15632262 14849695 14859960 14792116 14853009 14846609 15630986 15632262 14849695
